source_column,rpm,target label,sample_index,value_0,fault_type_simple,fault_type_name,spectral_centroid,spectral_variance,peak_frequency,peak_amplitude,low_freq_energy_ratio,mid_freq_energy_ratio,high_freq_energy_ratio,BPFO_amplitude,BPFI_amplitude,BSF_amplitude,FR_amplitude
12kHz_DE_data B007_1 (第1列),1772,B007_1,20,-0.125476767,B,滚动体故障,3178.6233,4281406.007,3320.31,89.223,0.0202,0.9786,0.0012,0,0,16.9146,2.7969
12kHz_DE_data B007_1 (第1列),1772,B007_1,21,0.148408588,B,滚动体故障,3161.1804,4578155.708,3476.56,80.518,0.0179,0.9808,0.0013,0,0,15.3022,2.5704
12kHz_DE_data B007_1 (第1列),1772,B007_1,22,0.322329853,B,滚动体故障,2815.2738,1887418.495,3375,96.398,0.0194,0.98,0.0006,0,0,16.6423,2.0913
12kHz_DE_data B007_1 (第1列),1772,B007_1,23,-0.191631865,B,滚动体故障,2958.6058,2995569.059,3320.31,110.4855,0.0193,0.98,0.0006,0,0,13.7437,1.9691
12kHz_DE_data B007_1 (第1列),1772,B007_1,24,0.24934794,B,滚动体故障,3359.234,5925160.371,3476.56,83.2441,0.0231,0.9746,0.0023,0,0,13.0713,2.6372
12kHz_DE_data B007_1 (第1列),1772,B007_1,25,0.030564741,B,滚动体故障,2760.1415,1426241.29,3476.56,111.4236,0.0208,0.9786,0.0006,0,0,14.0416,3.1803
12kHz_DE_data B007_1 (第1列),1772,B007_1,26,-0.25811205,B,滚动体故障,2987.9754,3139937.736,3320.31,114.921,0.0205,0.9788,0.0007,0,0,15.0473,1.5516
12kHz_DE_data B007_1 (第1列),1772,B007_1,27,0.053970967,B,滚动体故障,2944.4448,2910557.406,3234.38,95.0994,0.0234,0.9761,0.0006,0,0,16.4866,1.4983
12kHz_DE_data B007_1 (第1列),1772,B007_1,28,-0.142218721,B,滚动体故障,2866.1465,2019271.349,3476.56,93.1473,0.0219,0.9774,0.0007,0,0,15.9911,3.2876
12kHz_DE_data B007_1 (第1列),1772,B007_1,29,0.168076321,B,滚动体故障,2931.8499,2798059.915,3476.56,116.444,0.0199,0.9797,0.0005,0,0,16.9086,0.9472
12kHz_DE_data B007_1 (第1列),1772,B007_1,30,0.018373999,B,滚动体故障,2952.5144,2962763.308,3476.56,130.529,0.0192,0.9802,0.0006,0,0,15.7271,1.2016
12kHz_DE_data B007_1 (第1列),1772,B007_1,31,-0.007470377,B,滚动体故障,2937.6139,2623378.557,3476.56,114.7599,0.0184,0.9811,0.0005,0,0,14.0264,2.9597
12kHz_DE_data B007_1 (第1列),1772,B007_1,32,0.147920959,B,滚动体故障,3042.8697,3366935.063,3476.56,113.119,0.0172,0.982,0.0008,0,0,14.8378,2.6929
12kHz_DE_data B007_1 (第1列),1772,B007_1,33,-0.107109382,B,滚动体故障,2820.5552,1842042.117,3476.56,117.0223,0.0197,0.9799,0.0004,0,0,14.7721,1.6884
12kHz_DE_data B007_1 (第1列),1772,B007_1,34,0.240408062,B,滚动体故障,3010.4347,3171539.963,3476.56,97.8859,0.0204,0.9788,0.0008,0,0,16.6715,3.1266
12kHz_DE_data B007_1 (第1列),1772,B007_1,35,-0.021611638,B,滚动体故障,3118.3757,3955095.636,3367.19,103.2452,0.02,0.979,0.0011,0,0,17.7777,1.013
12kHz_DE_data B007_1 (第1列),1772,B007_1,36,0.179129261,B,滚动体故障,2850.4054,2459090.463,3375,125.6475,0.0234,0.9761,0.0005,0,0,18.0133,1.1274
12kHz_DE_data B007_1 (第1列),1772,B007_1,37,0.217489465,B,滚动体故障,2755.6416,1488384.94,3359.38,95.5515,0.0194,0.9802,0.0004,0,0,18.4104,1.1655
12kHz_DE_data B007_1 (第1列),1772,B007_1,38,0.030077111,B,滚动体故障,2775.684,1552497.971,3375,96.7825,0.0186,0.981,0.0004,0,0,17.5697,1.415
12kHz_DE_data B007_1 (第1列),1772,B007_1,39,0.197821733,B,滚动体故障,3062.5185,3855378.458,3421.88,99.3919,0.0184,0.9809,0.0008,0,0,16.7033,2.0993
12kHz_DE_data B007_1 (第1列),1772,B007_1,40,0.050720102,B,滚动体故障,2803.563,1759484.726,3476.56,100.3822,0.0197,0.9798,0.0005,0,0,14.5654,1.5501
12kHz_DE_data B007_1 (第1列),1772,B007_1,41,-0.021611638,B,滚动体故障,2819.8922,1957938.47,3476.56,109.022,0.023,0.9765,0.0006,0,0,15.2707,2.2432
12kHz_DE_data B007_1 (第1列),1772,B007_1,42,0.101108507,B,滚动体故障,2814.3416,1814302.452,3312.5,112.8859,0.0208,0.9787,0.0005,0,0,15.1662,1.1137
12kHz_DE_data B007_1 (第1列),1772,B007_1,43,0.028939309,B,滚动体故障,2924.366,2772428.871,3312.5,105.7479,0.0247,0.9747,0.0006,0,0,18.4556,1.3956
12kHz_DE_data B007_1 (第1列),1772,B007_1,44,0.01544822,B,滚动体故障,2754.8217,1683703.218,3476.56,112.6937,0.0229,0.9765,0.0005,0,0,19.3995,1.3385
12kHz_DE_data B007_1 (第1列),1772,B007_1,45,-0.068586634,B,滚动体故障,2873.4242,2295244.882,3476.56,134.8172,0.0207,0.9787,0.0006,0,0,19.9971,0.9667
12kHz_DE_data B007_1 (第1列),1772,B007_1,46,-0.0237247,B,滚动体故障,3037.9704,3540498.661,3476.56,129.3523,0.0205,0.9787,0.0008,0,0,18.6103,0.9626
12kHz_DE_data B007_1 (第1列),1772,B007_1,47,-0.034940184,B,滚动体故障,3107.1915,3816774.858,3375,132.7669,0.0165,0.9826,0.0009,0,0,16.745,0.79
12kHz_DE_data B007_1 (第1列),1772,B007_1,48,-0.190656606,B,滚动体故障,3097.4714,3799234.071,3320.31,104.3945,0.0187,0.9804,0.0009,0,0,16.5799,1.2076
12kHz_DE_data B007_1 (第1列),1772,B007_1,49,0.324930545,B,滚动体故障,3013.1908,3149842.228,3476.56,116.2376,0.0186,0.9808,0.0007,0,0,15.8139,1.2249
12kHz_DE_data B007_1 (第1列),1772,B007_1,50,0.012684985,B,滚动体故障,2880.5609,2187251.636,3359.38,111.4907,0.0185,0.981,0.0005,0,0,15.9868,1.8402
12kHz_DE_data B007_1 (第1列),1772,B007_1,51,0.030564741,B,滚动体故障,3014.2023,3460662.125,3398.44,121.8749,0.0196,0.9797,0.0007,0,0,18.9029,1.8702
12kHz_DE_data B007_1 (第1列),1772,B007_1,52,0.026338617,B,滚动体故障,2850.4792,1978609.295,3375,148.1341,0.0197,0.9799,0.0004,0,0,19.3486,1.1975
12kHz_DE_data B007_1 (第1列),1772,B007_1,53,-0.14823282,B,滚动体故障,2835.5095,1930359.3,3218.75,116.8895,0.0188,0.9807,0.0004,0,0,20.5789,1.0398
12kHz_DE_data B007_1 (第1列),1772,B007_1,54,0.055596399,B,滚动体故障,2855.2691,2139308.86,3476.56,106.4061,0.0178,0.9817,0.0004,0,0,21.0292,0.9164
12kHz_DE_data B007_1 (第1列),1772,B007_1,55,-0.099794936,B,滚动体故障,2827.5312,2118550.347,3390.62,113.5657,0.0203,0.9793,0.0004,0,0,18.9164,2.0346
12kHz_DE_data B007_1 (第1列),1772,B007_1,56,0.048281954,B,滚动体故障,2785.1816,1720588.119,3218.75,104.7127,0.0198,0.9797,0.0005,0,0,19.273,1.2874
12kHz_DE_data B007_1 (第1列),1772,B007_1,57,-0.119787755,B,滚动体故障,2909.2869,2524113.261,3375,142.1515,0.02,0.9794,0.0006,0,0,16.6525,2.1266
12kHz_DE_data B007_1 (第1列),1772,B007_1,58,-0.036890703,B,滚动体故障,2903.134,2619001.379,3359.38,100.5903,0.0223,0.9769,0.0008,0,0,16.659,1.6801
12kHz_DE_data B007_1 (第1列),1772,B007_1,59,0.010246836,B,滚动体故障,2722.5557,1345422.997,3476.56,93.0975,0.0234,0.9761,0.0005,0,0,19.5348,2.2874
12kHz_DE_data B007_1 (第1列),1772,B007_1,60,0.193920696,B,滚动体故障,2875.668,2166912.221,3312.5,99.9702,0.0214,0.978,0.0006,0,0,20.0899,1.3843
12kHz_DE_data B007_1 (第1列),1772,B007_1,61,-0.010071068,B,滚动体故障,2790.306,1822968.708,3218.75,101.9444,0.0218,0.9777,0.0005,0,0,22.0916,1.7147
12kHz_DE_data B007_1 (第1列),1772,B007_1,62,0.192782893,B,滚动体故障,2894.6128,2326556.634,3476.56,118.3253,0.021,0.9786,0.0004,0,0,22.5793,0.7133
12kHz_DE_data B007_1 (第1列),1772,B007_1,63,-0.075738537,B,滚动体故障,2836.0243,1986487.584,3476.56,108.6356,0.0197,0.9798,0.0005,0,0,20.3071,1.2652
12kHz_DE_data B007_1 (第1列),1772,B007_1,64,0.119150806,B,滚动体故障,2936.9116,2813931.798,3476.56,98.3787,0.0203,0.9789,0.0008,0,0,19.3388,0.7032
12kHz_DE_data B007_1 (第1列),1772,B007_1,65,-0.13815514,B,滚动体故障,3165.9663,4372668.56,3476.56,122.3659,0.0191,0.9797,0.0012,0,0,17.7113,1.1617
12kHz_DE_data B007_1 (第1列),1772,B007_1,66,-0.129702892,B,滚动体故障,2896.4637,2570495.022,3476.56,129.3019,0.0203,0.979,0.0006,0,0,17.4303,1.9717
12kHz_DE_data B007_1 (第1列),1772,B007_1,67,0.133129524,B,滚动体故障,2944.5343,3023293.303,3476.56,125.8745,0.0195,0.9799,0.0006,0,0,18.4392,1.4413
12kHz_DE_data B007_1 (第1列),1772,B007_1,68,0.047144152,B,滚动体故障,2842.4763,2135029.114,3390.62,130.8769,0.018,0.9815,0.0005,0,0,20.9946,1.9631
12kHz_DE_data B007_1 (第1列),1772,B007_1,69,0.037391557,B,滚动体故障,3018.219,3341456.784,3476.56,120.7727,0.0193,0.98,0.0007,0,0,22.7007,1.323
12kHz_DE_data B007_1 (第1列),1772,B007_1,70,0.138655995,B,滚动体故障,2867.3731,1935737.882,3476.56,117.7218,0.0177,0.9818,0.0005,0,0,23.1223,0.7825
12kHz_DE_data B007_1 (第1列),1772,B007_1,71,-0.180091296,B,滚动体故障,2895.6664,2369739.438,3390.62,143.9241,0.0179,0.9817,0.0004,0,0,22.183,1.138
12kHz_DE_data B007_1 (第1列),1772,B007_1,72,0.176853655,B,滚动体故障,2836.8361,2036408.494,3398.44,97.5341,0.0196,0.9798,0.0006,0,0,21.6534,1.2174
12kHz_DE_data B007_1 (第1列),1772,B007_1,73,-0.124176421,B,滚动体故障,2809.3469,2116173.671,3476.56,83.6524,0.0241,0.9753,0.0006,0,0,18.9735,1.3454
12kHz_DE_data B007_1 (第1列),1772,B007_1,74,-0.015760082,B,滚动体故障,2995.7277,3358323.144,3218.75,93.3789,0.0219,0.9774,0.0007,0,0,17.8381,1.7113
12kHz_DE_data B007_1 (第1列),1772,B007_1,75,-0.004544599,B,滚动体故障,2895.5328,2360490.698,3375,117.8001,0.0176,0.9818,0.0006,0,0,19.5532,1.3983
12kHz_DE_data B007_1 (第1列),1772,B007_1,76,-0.239257034,B,滚动体故障,2822.4052,1732386.96,3312.5,93.9566,0.021,0.9784,0.0005,0,0,20.1196,2.8027
12kHz_DE_data B007_1 (第1列),1772,B007_1,77,-0.112635852,B,滚动体故障,2783.661,1524971.776,3476.56,123.5279,0.0193,0.9803,0.0004,0,0,22.9999,0.9333
12kHz_DE_data B007_1 (第1列),1772,B007_1,78,-0.204147695,B,滚动体故障,2865.5469,2089640.528,3476.56,138.9569,0.019,0.9806,0.0005,0,0,23.7548,2.3446
12kHz_DE_data B007_1 (第1列),1772,B007_1,79,-0.085003501,B,滚动体故障,2950.8064,2628029.058,3476.56,110.1024,0.0175,0.9821,0.0004,0,0,23.5348,0.7772
12kHz_DE_data B007_1 (第1列),1772,B007_1,80,-0.345397769,B,滚动体故障,3129.9195,4249128.554,3312.5,115.3994,0.0173,0.9818,0.0009,0,0,22.4832,0.9845
12kHz_DE_data B007_1 (第1列),1772,B007_1,81,0.079977886,B,滚动体故障,2815.9177,2027512.912,3476.56,121.3293,0.0191,0.9804,0.0004,0,0,19.9924,0.7515
12kHz_DE_data B007_1 (第1列),1772,B007_1,82,0.033002889,B,滚动体故障,2765.7118,1422362.941,3382.81,125.4071,0.0172,0.9824,0.0004,0,0,18.2669,1.0738
12kHz_DE_data B007_1 (第1列),1772,B007_1,83,0.17506568,B,滚动体故障,2844.0667,2118009.202,3375,105.0168,0.0215,0.9781,0.0004,0,0,20.3717,1.7256
12kHz_DE_data B007_1 (第1列),1772,B007_1,84,0.007158515,B,滚动体故障,2938.8861,3153736.105,3375,132.421,0.0246,0.9747,0.0007,0,0,20.2858,1.569
12kHz_DE_data B007_1 (第1列),1772,B007_1,85,0.060310154,B,滚动体故障,2842.3687,2091036.676,3367.19,101.0851,0.0232,0.9762,0.0006,0,0,22.2035,1.7058
12kHz_DE_data B007_1 (第1列),1772,B007_1,86,-0.145307043,B,滚动体故障,3011.4877,3294506.841,3476.56,95.3578,0.0204,0.9789,0.0007,0,0,24.389,1.8646
12kHz_DE_data B007_1 (第1列),1772,B007_1,87,-0.040141567,B,滚动体故障,2798.22,1577118.093,3234.38,102.7673,0.0188,0.9809,0.0004,0,0,23.2425,0.9631
12kHz_DE_data B007_1 (第1列),1772,B007_1,88,0.019186714,B,滚动体故障,2901.3395,2617842.809,3367.19,110.5496,0.0204,0.9791,0.0005,0,0,24.9446,1.5546
12kHz_DE_data B007_1 (第1列),1772,B007_1,89,0.033002889,B,滚动体故障,2766.1454,1744077.866,3312.5,106.8058,0.0209,0.9785,0.0005,0,0,20.8176,0.8764
12kHz_DE_data B007_1 (第1列),1772,B007_1,90,-0.089554712,B,滚动体故障,2921.0893,2853785.063,3476.56,120.2751,0.0221,0.9773,0.0006,0,0,21.4775,1.9723
12kHz_DE_data B007_1 (第1列),1772,B007_1,91,-0.033477295,B,滚动体故障,3050.8167,3653912.883,3476.56,113.7102,0.0213,0.9778,0.0009,0,0,19.9798,1.6252
12kHz_DE_data B007_1 (第1列),1772,B007_1,92,0.048444498,B,滚动体故障,2760.5671,1506250.93,3390.62,143.2207,0.0238,0.9757,0.0005,0,0,21.1931,1.7785
12kHz_DE_data B007_1 (第1列),1772,B007_1,93,-0.256649161,B,滚动体故障,3243.3236,5187118.019,3390.62,111.2529,0.0252,0.9732,0.0016,0,0,23.0097,1.988
12kHz_DE_data B007_1 (第1列),1772,B007_1,94,0.099970704,B,滚动体故障,2783.9176,1513454.904,3390.62,106.9061,0.0202,0.9793,0.0005,0,0,23.212,1.4084
12kHz_DE_data B007_1 (第1列),1772,B007_1,95,0.134104784,B,滚动体故障,3080.6323,3791573.12,3382.81,111.7835,0.0182,0.9811,0.0008,0,0,25.1535,2.1793
12kHz_DE_data B007_1 (第1列),1772,B007_1,96,0.040479878,B,滚动体故障,2960.4851,3138201.381,3398.44,110.1349,0.0166,0.9829,0.0005,0,0,25.7153,0.8502
12kHz_DE_data B007_1 (第1列),1772,B007_1,97,-0.167087836,B,滚动体故障,3115.8544,4330214.18,3375,116.6841,0.0192,0.9799,0.0009,0,0,22.7287,0.8496
12kHz_DE_data B007_1 (第1列),1772,B007_1,98,-0.129215262,B,滚动体故障,2956.401,2978189.013,3382.81,96.2383,0.0201,0.9792,0.0006,0,0,23.3883,2.3348
12kHz_DE_data B007_1 (第1列),1772,B007_1,99,0.183843015,B,滚动体故障,3495.9407,6624957.34,3476.56,122.2482,0.0209,0.9764,0.0027,0,0,20.111,1.2485
12kHz_DE_data B007_1 (第1列),1772,B007_1,100,0.08469164,B,滚动体故障,2862.1147,2064644.899,3476.56,99.2674,0.0247,0.9746,0.0007,0,0,22.1814,2.9539
12kHz_DE_data B007_1 (第1列),1772,B007_1,101,-0.446662207,B,滚动体故障,3094.3363,4094153.675,3398.44,97.0929,0.0259,0.9731,0.001,0,0,21.4385,1.1011
12kHz_DE_data B007_1 (第1列),1772,B007_1,102,-0.106621752,B,滚动体故障,2820.1465,1905297.064,3367.19,117.1079,0.0234,0.9761,0.0005,0,0,23.9927,2.4658
12kHz_DE_data B007_1 (第1列),1772,B007_1,103,-0.163674429,B,滚动体故障,2891.9499,2457421.131,3476.56,104.5201,0.0202,0.9793,0.0005,0,0,23.6373,1.6095
12kHz_DE_data B007_1 (第1列),1772,B007_1,104,0.041455138,B,滚动体故障,2871.9835,2467339.088,3476.56,103.6176,0.0218,0.9778,0.0005,0,0,25.9558,1.9732
12kHz_DE_data B007_1 (第1列),1772,B007_1,105,-0.301673638,B,滚动体故障,2815.7142,2078438.972,3390.62,135.2537,0.0196,0.9799,0.0005,0,0,24.9488,1.7208
12kHz_DE_data B007_1 (第1列),1772,B007_1,106,-0.108247184,B,滚动体故障,2803.4657,1926684.878,3382.81,102.9484,0.0222,0.9773,0.0005,0,0,23.4132,1.8988
12kHz_DE_data B007_1 (第1列),1772,B007_1,107,-0.253723383,B,滚动体故障,2922.7153,3019210.282,3390.62,85.5205,0.0262,0.973,0.0008,0,0,21.7373,1.1821
12kHz_DE_data B007_1 (第1列),1772,B007_1,108,-0.210161795,B,滚动体故障,3052.4216,4028167.931,3390.62,100.0796,0.0234,0.9756,0.001,0,0,21.4063,2.3847
12kHz_DE_data B007_1 (第1列),1772,B007_1,109,-0.039166308,B,滚动体故障,2874.2533,2463185.716,3367.19,99.4432,0.0255,0.974,0.0005,0,0,21.6188,1.387
12kHz_DE_data B007_1 (第1列),1772,B007_1,110,0.140281427,B,滚动体故障,3144.5223,4633831.107,3476.56,96.6555,0.0226,0.9762,0.0012,0,0,22.8491,1.5366
12kHz_DE_data B007_1 (第1列),1772,B007_1,111,0.136055303,B,滚动体故障,2938.9957,2844742.172,3476.56,124.8281,0.0217,0.9778,0.0006,0,0,24.287,1.3739
12kHz_DE_data B007_1 (第1列),1772,B007_1,112,-0.136529708,B,滚动体故障,3039.6075,3630454.068,3476.56,114.8091,0.02,0.9794,0.0007,0,0,24.7327,1.7702
12kHz_DE_data B007_1 (第1列),1772,B007_1,113,-0.105321406,B,滚动体故障,2788.1891,1574374.528,3476.56,105.74,0.0197,0.9798,0.0004,0,0,25.7341,1.0444
12kHz_DE_data B007_1 (第1列),1772,B007_1,114,0.065186451,B,滚动体故障,2786.909,1702535.786,3476.56,107.2705,0.0229,0.9766,0.0006,0,0,23.644,1.4773
12kHz_DE_data B007_1 (第1列),1772,B007_1,115,-0.095893899,B,滚动体故障,2879.8486,2532655.441,3218.75,115.5824,0.0213,0.9781,0.0006,0,0,22.2293,1.935
12kHz_DE_data B007_1 (第1列),1772,B007_1,116,0.159136443,B,滚动体故障,2964.842,3032203.825,3390.62,100.6402,0.0218,0.9776,0.0006,0,0,20.8795,1.837
12kHz_DE_data B007_1 (第1列),1772,B007_1,117,0.028126592,B,滚动体故障,3055.933,3716741.61,3398.44,108.9001,0.022,0.9772,0.0008,0,0,21.1138,1.1221
12kHz_DE_data B007_1 (第1列),1772,B007_1,118,-0.077038883,B,滚动体故障,2980.3687,3346360.122,3375,109.3069,0.0236,0.9757,0.0007,0,0,22.0833,0.9669
12kHz_DE_data B007_1 (第1列),1772,B007_1,119,-0.190168976,B,滚动体故障,3037.7923,3902783.101,3382.81,151.5617,0.022,0.9773,0.0007,0,0,23.3231,1.4717
12kHz_DE_data B007_1 (第1列),1772,B007_1,120,0.10582226,B,滚动体故障,2922.6011,2730602.732,3375,131.6488,0.0178,0.9817,0.0005,0,0,23.5064,1.083
12kHz_DE_data B007_1 (第1列),1772,B007_1,121,0.063561019,B,滚动体故障,2973.1042,2969482.115,3375,108.1546,0.0192,0.9803,0.0005,0,0,25.068,0.9663
12kHz_DE_data B007_1 (第1列),1772,B007_1,122,0.051207733,B,滚动体故障,2869.4852,2173393.784,3414.06,117.2293,0.0204,0.9792,0.0005,0,0,24.6987,1.6137
12kHz_DE_data B007_1 (第1列),1772,B007_1,123,-0.091830317,B,滚动体故障,2922.4258,2596630.723,3476.56,99.1578,0.0229,0.9764,0.0007,0,0,22.2108,1.5913
12kHz_DE_data B007_2 (第1列),1748,B007_2,0,-0.101117836,B,滚动体故障,2787.696,1425762.484,3429.69,143.0542,0.0133,0.9861,0.0006,0,0,14.01,0.7691
12kHz_DE_data B007_2 (第1列),1748,B007_2,1,0.20186276,B,滚动体故障,3188.117,4676634.389,3429.69,132.386,0.0132,0.9854,0.0014,0,0,12.8363,0.9904
12kHz_DE_data B007_2 (第1列),1748,B007_2,2,-0.076086177,B,滚动体故障,2868.8913,2240005.472,3429.69,144.0177,0.0119,0.9875,0.0005,0,0,15.0625,1.4594
12kHz_DE_data B007_2 (第1列),1748,B007_2,3,-0.122248457,B,滚动体故障,2843.5476,1899375.444,3429.69,146.2274,0.0128,0.9864,0.0007,0,0,13.3066,0.9316
12kHz_DE_data B007_2 (第1列),1748,B007_2,4,-0.162884266,B,滚动体故障,2886.7285,2289740.75,3429.69,131.8491,0.0136,0.9858,0.0006,0,0,13.7906,1.6684
12kHz_DE_data B007_2 (第1列),1748,B007_2,5,-0.267237026,B,滚动体故障,3301.4993,5424157.538,3429.69,143.6194,0.0131,0.9853,0.0016,0,0,16.3006,1.1154
12kHz_DE_data B007_2 (第1列),1748,B007_2,6,-0.132326138,B,滚动体故障,2911.6509,2760629.61,3429.69,135.7171,0.0133,0.9862,0.0005,0,0,16.3511,1.4169
12kHz_DE_data B007_2 (第1列),1748,B007_2,7,0.28817322,B,滚动体故障,3084.0615,3759698.713,3429.69,149.1502,0.0118,0.9874,0.0008,0,0,15.5018,1.2927
12kHz_DE_data B007_2 (第1列),1748,B007_2,8,-0.271138063,B,滚动体故障,3378.9251,5836234.308,3429.69,116.118,0.0139,0.9837,0.0024,0,0,13.9726,0.9368
12kHz_DE_data B007_2 (第1列),1748,B007_2,9,-0.025697774,B,滚动体故障,2779.4161,1735208.623,3429.69,148.6136,0.0154,0.9839,0.0007,0,0,13.6642,1.8908
12kHz_DE_data B007_2 (第1列),1748,B007_2,10,0.272569068,B,滚动体故障,2879.0036,2330548.499,3429.69,151.6958,0.012,0.9875,0.0005,0,0,13.5496,1.506
12kHz_DE_data B007_2 (第1列),1748,B007_2,11,-0.123711346,B,滚动体故障,2964.1908,2665908.236,3375,134.9791,0.0114,0.9879,0.0007,0,0,13.282,1.2132
12kHz_DE_data B007_2 (第1列),1748,B007_2,12,0.193735598,B,滚动体故障,2955.3972,2868447.676,3375,119.0642,0.0106,0.9888,0.0006,0,0,14.7897,0.4859
12kHz_DE_data B007_2 (第1列),1748,B007_2,13,-0.13899041,B,滚动体故障,2775.4502,1415561.462,3429.69,144.8098,0.0116,0.988,0.0004,0,0,15.245,1.6728
12kHz_DE_data B007_2 (第1列),1748,B007_2,14,0.068414761,B,滚动体故障,2893.3392,2387512.351,3429.69,116.0202,0.0137,0.9857,0.0006,0,0,15.4048,1.1441
12kHz_DE_data B007_2 (第1列),1748,B007_2,15,-0.118509963,B,滚动体故障,2816.8853,1829294.808,3375,128.5446,0.013,0.9864,0.0006,0,0,14.1947,1.6873
12kHz_DE_data B007_2 (第1列),1748,B007_2,16,0.140258873,B,滚动体故障,2983.3738,3059031.132,3367.19,127.1499,0.0123,0.9868,0.0009,0,0,12.7796,0.6995
12kHz_DE_data B007_2 (第1列),1748,B007_2,17,-0.161258834,B,滚动体故障,3014.2114,3223802.738,3429.69,167.6462,0.0113,0.9879,0.0008,0,0,13.1521,1.1274
12kHz_DE_data B007_2 (第1列),1748,B007_2,18,-0.089902353,B,滚动体故障,3177.9328,4302545.849,3429.69,164.6981,0.0132,0.9857,0.0011,0,0,13.2106,1.2013
12kHz_DE_data B007_2 (第1列),1748,B007_2,19,0.025015717,B,滚动体故障,2884.6851,2142793.008,3429.69,136.4592,0.0142,0.9852,0.0006,0,0,14.2145,0.7632
12kHz_DE_data B007_2 (第1列),1748,B007_2,20,0.180732139,B,滚动体故障,3138.6401,3961270.831,3429.69,142.722,0.0117,0.987,0.0012,0,0,15.5793,1.0307
12kHz_DE_data B007_2 (第1列),1748,B007_2,21,0.04175767,B,滚动体故障,2795.8872,1385198.226,3429.69,153.5843,0.0109,0.9885,0.0006,0,0,15.7402,1.5277
12kHz_DE_data B007_2 (第1列),1748,B007_2,22,0.026641149,B,滚动体故障,2998.762,3044061.874,3429.69,168.533,0.0107,0.9885,0.0007,0,0,15.9258,0.9769
12kHz_DE_data B007_2 (第1列),1748,B007_2,23,0.022252481,B,滚动体故障,2939.5594,2622939.627,3429.69,144.5969,0.0122,0.9871,0.0007,0,0,14.6054,1.4709
12kHz_DE_data B007_2 (第1列),1748,B007_2,24,0.164640358,B,滚动体故障,3069.0549,3780219.888,3429.69,129.8128,0.0142,0.9847,0.0011,0,0,12.8724,1.8535
12kHz_DE_data B007_2 (第1列),1748,B007_2,25,-0.053980297,B,滚动体故障,2923.4985,2610715.779,3429.69,189.0564,0.0118,0.9875,0.0007,0,0,12.6155,1.3998
12kHz_DE_data B007_2 (第1列),1748,B007_2,26,-0.15654508,B,滚动体故障,2932.4878,2376010.851,3429.69,167.5585,0.01,0.9895,0.0005,0,0,12.2771,1.6028
12kHz_DE_data B007_2 (第1列),1748,B007_2,27,-0.204170249,B,滚动体故障,3091.0996,3810195.03,3429.69,141.5469,0.0122,0.9869,0.0009,0,0,13.3855,1.0136
12kHz_DE_data B007_2 (第1列),1748,B007_2,28,-0.274226385,B,滚动体故障,2930.5585,2887577.678,3375,126.2812,0.0136,0.9859,0.0006,0,0,15.0642,1.0586
12kHz_DE_data B007_2 (第1列),1748,B007_2,29,0.013475146,B,滚动体故障,2817.0237,1588131.714,3429.69,161.633,0.0132,0.9863,0.0005,0,0,16.2203,0.6815
12kHz_DE_data B007_2 (第1列),1748,B007_2,30,-0.095916453,B,滚动体故障,3160.8833,4135531.019,3429.69,152.8362,0.0108,0.9882,0.001,0,0,16.7742,1.4453
12kHz_DE_data B007_2 (第1列),1748,B007_2,31,0.044520905,B,滚动体故障,2945.4158,2556269.539,3429.69,165.3892,0.009,0.9906,0.0004,0,0,16.0151,1.9364
12kHz_DE_data B007_2 (第1列),1748,B007_2,32,0.136520378,B,滚动体故障,3052.4746,3706218.133,3375,141.3402,0.0126,0.9865,0.0009,0,0,13.8063,1.4904
12kHz_DE_data B007_2 (第1列),1748,B007_2,33,0.226081702,B,滚动体故障,2830.4299,2368546.395,3429.69,150.8917,0.0145,0.9849,0.0006,0,0,12.9089,1.28
12kHz_DE_data B007_2 (第1列),1748,B007_2,34,-0.079499586,B,滚动体故障,2844.7261,1993048.061,3375,141.8171,0.0125,0.9869,0.0006,0,0,13.4315,1.6346
12kHz_DE_data B007_2 (第1列),1748,B007_2,35,0.322144756,B,滚动体故障,3081.8744,3930529.244,3375,143.8707,0.0129,0.986,0.0011,0,0,15.2627,1.1781
12kHz_DE_data B007_2 (第1列),1748,B007_2,36,0.08743232,B,滚动体故障,2828.1571,2169233.433,3429.69,154.8978,0.0137,0.9857,0.0006,0,0,16.5557,0.8125
12kHz_DE_data B007_2 (第1列),1748,B007_2,37,-0.040001578,B,滚动体故障,2798.3258,1493281.419,3429.69,158.9456,0.0106,0.989,0.0004,0,0,16.5126,0.7929
12kHz_DE_data B007_2 (第1列),1748,B007_2,38,0.198936981,B,滚动体故障,2942.7092,2252603.135,3429.69,149.8562,0.0098,0.9896,0.0006,0,0,17.3918,0.7264
12kHz_DE_data B007_2 (第1列),1748,B007_2,39,0.041920213,B,滚动体故障,2969.0879,2949103.846,3429.69,147.0493,0.0113,0.988,0.0007,0,0,14.783,1.0814
12kHz_DE_data B007_2 (第1列),1748,B007_2,40,-0.054793013,B,滚动体故障,2794.6656,1628654.466,3429.69,142.9284,0.0134,0.9859,0.0007,0,0,13.9854,1.3892
